
key = model_output

indiv_var_parts

key = indiv_var_parts

key = comm

,"(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 7)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 8)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 10)","(10, 11)","(10, 12)","(10, 13)","(11, 11)","(11, 12)","(11, 13)","(12, 12)","(12, 13)","(13, 13)",pred_err 
PDBC,2.5716656565506983e-06,1.593207808546102e-07,3.927756881050111e-09,2.6618965823669166e-07,8.575678868299684e-07,1.2771549232696433e-06,3.428024009042407e-07,4.7251578973430506e-07,-5.0989737014000986e-08,9.847981155125404e-07,2.5071112265695457e-07,8.916453301652074e-07,-1.2312488304509499e-07,1.8739508944538307e-06,3.6608945997946153e-08,1.453114086382902e-07,4.696953472533288e-07,7.278521488790802e-07,5.937879667250234e-07,2.4530885543043344e-07,6.206887507335572e-07,1.481795156455931e-07,6.185402080162089e-07,4.451505112391831e-07,-2.2242260139175966e-07,1.5735990228883234e-06,2.3205944479718696e-07,2.4520783629369337e-07,2.4931675392078473e-07,6.993871981230744e-08,5.170236296936579e-07,-2.036199175473195e-07,1.765287405078919e-07,-4.3669224752367245e-08,7.923485752434163e-07,-1.2046983166257155e-07,1.2992788998110224e-06,7.008695162293182e-08,3.7025659740218265e-07,4.827554324733714e-07,1.9688874674551583e-07,6.943761359610831e-07,6.670215063758962e-08,5.406416995829982e-07,9.452564876932976e-08,1.3199558888216978e-07,4.241319066257288e-06,9.884747100597692e-08,2.9116139607990147e-07,4.874579423693487e-07,2.6214180047164733e-07,1.2102550589832603e-06,-6.345557101005307e-07,1.038201548395916e-06,2.218534971097261e-07,4.060188956786831e-06,1.1558928582093539e-07,6.049569955022897e-07,7.532297146422071e-07,1.0419122601670922e-06,5.139859612147598e-07,4.0992318523014055e-08,3.0660912802291275e-07,4.0570109998011e-06,-4.8646480722159504e-08,8.105038530303889e-07,6.262441769396977e-07,4.705545331801978e-07,3.085767152650873e-07,5.591644188470366e-07,1.8810323592585973e-06,1.5061573426096886e-07,1.033079961632447e-06,2.940878511848525e-07,1.2490921135455462e-07,-2.1616696173436287e-07,2.576816868498744e-06,1.4185482378809164e-08,6.333674896500647e-07,2.0873749585390685e-07,5.17252756375091e-07,2.662020630110082e-06,-5.439500594456102e-08,2.212446867862677e-07,1.479753589465909e-07,2.3381132296517043e-06,2.6926318708427373e-07,2.0503830267257605e-07,2.434003823147329e-06,-4.822111191716228e-08,1.6579983335275453e-06,5.7809244935875274e-05
VNQ,3.7792510727107156e-06,-8.728015440521608e-08,5.507310175970721e-07,6.010138291866999e-07,5.284027204615629e-07,9.252113791246996e-07,5.4250446773955685e-08,5.888780464460739e-07,-3.0733682746761062e-09,1.9121257623892336e-06,2.0156790532371852e-07,1.5964266150350318e-06,9.589421021877085e-07,3.7937838901462837e-06,2.7115565258286863e-07,4.453853899851187e-07,1.1447461395046088e-07,5.094957337934686e-07,3.964913072390528e-07,1.8553770668383574e-07,1.8625658402993073e-07,-1.0303247232666173e-07,2.2230339229583574e-06,2.5114218262548506e-06,1.8091792912314566e-07,2.201874705612398e-06,3.903004485381436e-07,5.97646675409461e-07,1.2325358922679852e-07,7.258316050331942e-07,4.0851804588192134e-07,-6.836719654764755e-08,6.682348932921687e-07,1.6921385659260876e-07,1.5641459949477602e-06,1.2194674042913817e-06,2.649470990910503e-06,-7.282411089355775e-08,2.0173166967717914e-07,6.158734820193346e-07,2.404233760755199e-07,4.782914699366863e-07,1.8524996309262438e-06,3.3749432613620317e-07,2.427600239974882e-07,-5.206306728261396e-07,2.9568733858037957e-06,1.6966923236511903e-07,6.029072226489436e-07,1.677867793819465e-07,3.092997003066356e-07,2.794888258448425e-07,-1.1387550466083344e-06,-1.1300027000785562e-06,8.191347294520753e-08,2.4206658790549275e-06,3.2513967802252743e-07,2.310050213630949e-07,2.0064787781618462e-08,1.191757409868938e-06,8.333307243009757e-07,3.488634128901948e-07,-1.4334874056115332e-07,2.639120491375896e-06,1.191120381259506e-06,2.459518831544694e-07,1.0666904189911438e-06,1.3625930244717842e-06,5.658900590854248e-07,6.236544020893661e-07,4.111020075318677e-06,1.1721017642896354e-07,-6.344920560944423e-07,1.6844775150284944e-06,-2.7172600340642136e-07,1.9272322710574985e-06,3.1073440636057596e-06,1.5528271806957368e-07,-1.63086096306515e-06,8.081092449427825e-08,4.3809909477413505e-07,4.853496720662765e-06,-2.5206715487339315e-07,2.214122952718914e-07,1.2014436260845897e-06,4.824511647605679e-06,1.5057179668789119e-06,-8.930089031351736e-08,7.133034121143184e-06,7.432137907072325e-08,4.5905007623834505e-06,8.305656689230755e-05
VNQI,1.5223325471363202e-06,-1.5160439291982148e-07,8.910815667994085e-08,4.86358173385868e-07,4.971069680708869e-08,2.804482140165875e-07,-8.776998834001073e-08,5.451550899628046e-07,2.311771221296438e-07,1.2971713382481462e-06,-1.0988844606371884e-07,6.413113659126513e-07,4.813911617228534e-07,1.97747123525237e-06,3.7379929199746335e-07,9.777578972627087e-08,9.147399466722888e-08,1.2845974879612832e-07,3.296318898798199e-07,1.7142133680171384e-07,-1.7393717754833602e-08,-9.434596627311542e-09,1.2012219405992288e-06,1.7245191018876362e-06,6.135060937132096e-08,1.273217494714521e-06,2.693215232860736e-07,2.69974401625289e-07,3.508428271499214e-08,6.481087739108712e-07,4.595160263512205e-07,3.0718429999720914e-07,7.085100826196966e-07,1.8488904045096552e-07,1.0294721375228257e-06,8.50542753105567e-07,1.9233070543091787e-06,1.0634137090775269e-08,-4.4928804296440715e-08,4.771094504772524e-07,1.891378020057484e-07,2.4446652451043154e-07,1.8688496821744994e-06,3.4400574106372317e-07,8.796897894796048e-08,-5.730834185709039e-07,1.646807468571825e-06,1.030792885610328e-07,5.14718674803279e-07,-6.250047703628894e-08,2.2988576651332023e-07,8.714737409580383e-08,-4.811001684938597e-07,-7.72562938211542e-07,-1.8500984358496838e-08,9.984602200941506e-07,2.4009644266357355e-07,1.6329102227190219e-07,-1.5147027216860355e-07,8.939746609560244e-07,5.00485264162594e-07,4.5994649732446284e-07,1.1122907002386986e-07,2.172517819322013e-06,1.178774677990591e-06,3.28612918520217e-07,8.729885114952186e-07,1.0308786975893563e-06,4.237021914006114e-07,6.796564612581344e-07,3.55648402430221e-06,1.0514513915570494e-07,-6.15801753758849e-07,1.4761002204498068e-06,-6.3953655353545e-08,1.818749413544215e-06,2.021098129683694e-06,1.553821617394185e-07,-9.568383372689424e-07,2.077249688932143e-07,3.0443484191872954e-07,3.909414983724713e-06,1.1028310997993456e-08,3.8651388406441944e-07,1.102529426972764e-06,2.4407680587562937e-06,1.0981823036377512e-06,-9.999074943121461e-08,4.671209444870337e-06,-1.4860863308021807e-07,3.190958143366752e-06,5.553808356451055e-05
QQQM,5.207650143114808e-06,-3.29321692986492e-07,5.8101720088034e-07,3.523706516680388e-07,1.0349631518632254e-06,1.6674644200048616e-06,3.5262195241078285e-07,5.900538410166655e-07,4.902184382663549e-07,2.561561257185327e-06,-3.5797810042313597e-07,3.1678801949493487e-06,4.989673196382742e-07,5.790671019896679e-06,3.2637097956770073e-07,8.034310072135303e-07,4.308430285177017e-07,9.438877484159132e-07,1.0184930329542745e-06,5.968693691389573e-08,4.876976944475053e-07,-3.898499588150033e-07,2.8343988967331893e-06,4.461589856657957e-06,-7.233842695787963e-07,2.2272469605549948e-06,1.1076128329709615e-07,4.5779260048198116e-07,3.0965062878203484e-07,3.63306673291655e-07,3.8924901327757893e-07,-6.319787284955256e-07,2.1899697938909844e-07,1.3497896025914446e-07,2.674299841779618e-06,4.3287004280420154e-07,1.8178484449641337e-06,2.5306100665445843e-07,5.338076175628983e-07,5.074457636477584e-07,2.490633510628121e-07,1.0423834867994382e-06,1.50865422062724e-06,3.095942876053641e-08,4.861765686862125e-07,-1.1825832196772364e-07,5.5051688400631335e-06,8.795147841748104e-09,5.330079487974975e-07,3.126056550361011e-07,3.2452674694260284e-07,2.148125107780741e-06,-2.375870175329262e-06,-9.686838685650642e-07,3.363813469139052e-07,4.33213138652215e-06,2.4200987929446744e-08,6.674485024719563e-07,4.0691894316966115e-07,1.3386341117564199e-06,1.1628729421924055e-06,-1.6094457855509827e-07,1.9551736355298078e-07,4.5675884406162145e-06,2.2607599258153125e-07,1.0044604109711434e-06,6.239546444926905e-07,1.1478224604101757e-06,7.461045785078053e-07,6.236750566305499e-07,2.160580840571962e-06,1.7123274342322068e-07,6.264241308955382e-07,4.251362462187326e-07,1.211928713874856e-07,2.5869538364956044e-07,4.499154691433026e-06,1.8353862365027756e-08,-2.4319348463552972e-06,-9.187987647789088e-08,4.296484531766154e-07,5.7074540963812e-06,-4.986424898671168e-07,-2.1675123749636768e-07,5.903365610150157e-07,5.1088518574997576e-06,1.8805455604452381e-06,3.2308621549164603e-07,1.095456125579412e-05,6.250051008474768e-07,3.245691931435142e-06,0.0001113582415747184
VTWO,7.142207417925361e-06,1.1665188544362753e-07,9.122925397292168e-07,1.263629214148966e-06,1.2480427641592857e-06,1.9724847247028576e-06,5.755732708468037e-07,1.202068730273438e-06,-8.320893761738539e-08,3.5051224571703503e-06,6.255420749713304e-07,2.5382377507894403e-06,1.325597807314812e-06,6.271400749725503e-06,1.3743061002061318e-07,9.093770352782028e-07,2.812738134111143e-07,1.1394288376454287e-06,1.886839706840642e-06,3.1807207790702724e-07,7.573909756604622e-07,-9.097924706606776e-08,3.2617006171171337e-06,3.6243233378500895e-06,-2.4600946354653836e-08,4.375922636969255e-06,6.403164858480165e-07,4.962394235208647e-07,9.249518450101594e-09,1.213633667071963e-06,1.106489733310881e-06,-4.0467065478801675e-07,1.3304340189321925e-06,1.7205846684802513e-07,3.374145009882919e-06,1.347021447330465e-06,5.197275196953876e-06,2.7799017803093065e-07,4.163933818992138e-07,1.7432578960526226e-06,6.415738418001788e-07,1.0669605326671148e-06,2.982091697693608e-06,8.532179502902553e-07,2.024838950479125e-07,-2.0900955589791754e-07,6.08220016647729e-06,2.238395458217178e-07,1.8301977709379099e-06,-1.1211423814067602e-07,8.262475850294517e-07,1.5831672531799232e-06,-1.4598922406361548e-06,-1.1113620237498408e-06,4.36336203454813e-07,4.246906708722456e-06,5.983479240575713e-07,7.245845733388399e-07,1.0438607861841166e-07,2.7992269108955703e-06,1.7533690276210185e-06,4.6970214772787895e-07,-2.8114705643755775e-07,9.696618665093435e-06,1.8724436917536715e-06,1.8608252567864635e-06,2.8495212728407137e-06,3.0246588147355333e-06,2.6514760745622827e-07,2.339820855424374e-06,8.407574493959592e-06,8.887518773694911e-08,7.925859149792978e-08,3.077305137557295e-06,-1.977329810759349e-07,2.8417365699586412e-06,6.91330128124171e-06,-1.1024662717228013e-08,-1.916272013643195e-06,4.6212889970810747e-07,1.283523354053667e-06,1.0130852413942066e-05,-3.560400321257023e-07,8.469784789546618e-07,2.1245585631656196e-06,8.710797725594396e-06,2.290613014173112e-06,2.5525559249348723e-08,1.1617552168738813e-05,-2.7658647538528743e-07,9.622623974153436e-06,0.0001696163749218754
EEM,2.0809343800269437e-06,9.592322845512499e-08,-1.281168302056857e-09,5.14479517676457e-07,3.021145169795888e-07,9.632645294724361e-07,-9.822368711809869e-08,9.131193163828439e-07,1.0538887000437496e-07,8.620523117053467e-07,3.542178835588041e-07,4.51983333456866e-07,2.930925455103398e-07,1.258759319518175e-06,3.2828018572745837e-07,1.2051793994644194e-07,7.177726736069848e-07,5.308032386526633e-07,7.684968580666961e-07,2.0827829412943324e-07,3.026762151374312e-07,2.3293498645670353e-07,3.791243260671525e-07,5.816093835767403e-07,6.52899953460216e-07,2.2472385911021943e-06,2.0327068080274194e-07,2.8178428387992673e-07,3.50003506372509e-07,7.336209529015544e-07,7.290675995382576e-07,9.006745560808293e-07,7.933913343981387e-07,1.4243637859613963e-07,9.842074543001967e-07,5.968535810410638e-07,2.444091852505143e-06,-5.311403559873357e-08,9.294976852719018e-08,8.218765183083723e-07,2.731435776423179e-07,-2.5039162298622875e-07,1.7806339606825621e-06,6.877124103286649e-07,-7.323398651121819e-09,2.7959312138418733e-07,4.066164302707649e-06,-2.4237208092897443e-07,5.344265158718355e-07,5.196272261943783e-07,2.3257222522708863e-07,5.724594885663523e-07,-2.302811797203381e-07,7.307171815528269e-07,2.5153770166741624e-07,3.5282034913732794e-06,-5.724469126115761e-08,5.931808233625417e-07,6.911622841265452e-07,7.469738805164856e-07,9.602554459374124e-07,1.1199902132836483e-07,9.11745977687227e-07,4.749084358299306e-06,1.2112254647730922e-06,1.0703133745204445e-06,1.1752932399276198e-06,8.350242969270327e-07,5.196104507001084e-07,4.861048930157331e-07,4.325957355186617e-06,3.2241663661324775e-07,-5.04869364395576e-07,1.4850890078584234e-06,2.3211934655410127e-07,1.8076191788575865e-06,2.5695096476031286e-06,1.316440155033205e-07,-5.09903815141936e-07,6.936892903095688e-07,3.231265511888269e-07,3.5043082848610014e-06,2.303380415041268e-07,8.477010374910679e-07,1.0546851770617254e-06,2.1936873349451052e-06,4.231758938857191e-07,8.117805392290362e-08,2.5804835332419257e-06,-6.065029348952092e-07,5.18270176329913e-06,7.316198410231732e-05
EWZ,4.346948823006741e-06,3.438675452766422e-07,-2.2460635716045942e-07,6.854342796990501e-07,1.4880923979674548e-06,2.291483333267955e-06,1.6391289284391023e-07,9.967517698175695e-07,-6.728498504717305e-07,1.7480577525385826e-06,6.360560714680549e-07,8.733321515081423e-07,7.181204586596969e-08,2.2288520911940916e-06,1.249964281886569e-07,-2.5515874966558433e-08,9.849136106638349e-07,1.4498425982083602e-06,6.396845676577849e-07,4.573620838592086e-07,9.904985963012575e-07,4.855244026146317e-07,7.914642681774149e-07,1.3853000051921858e-07,1.9180559127759598e-07,3.2116862432117755e-06,6.334414615954009e-07,6.039591065713537e-07,3.643760529696773e-07,6.655745391914878e-07,8.040453918888354e-07,7.672596835289588e-08,7.781947815754622e-07,-3.283837667765798e-08,1.0253674684893613e-06,5.32561012981431e-07,2.95574682008564e-06,-3.380719561780029e-07,4.3735322553666735e-07,8.679706930142019e-07,4.120337980933031e-07,2.5706078394333867e-07,1.436548058079788e-06,1.043431812950544e-06,-7.154765195875227e-08,-6.087529221145657e-07,7.180999058931445e-06,1.5268398546098296e-07,4.6565459432387626e-07,7.235571798222033e-07,2.308768184978642e-07,1.3411784154028335e-06,-1.321595952127132e-06,1.754789537643182e-06,1.8098655054197637e-07,7.527224669845142e-06,2.7967254013603774e-07,9.507006409089973e-07,1.2801256789234089e-06,1.718758612133232e-06,1.4506750827060983e-06,1.862324113310966e-07,5.939660490222266e-07,6.552576608806338e-06,1.156568750007259e-06,1.0439589579943872e-06,1.6775442500147399e-06,1.5958035813979172e-06,8.179471910782429e-07,8.381693009058079e-07,5.396356807142704e-06,5.49862462946724e-07,-7.196523939566018e-08,1.5178611675960943e-06,-9.701672178534658e-08,1.746934502274776e-06,3.938132766043016e-06,3.117671654682729e-07,3.8785587401919403e-07,4.1816248083434236e-07,9.997148707931624e-07,4.883660721564868e-06,1.721224603572061e-07,8.714351699429671e-07,9.588699880578011e-07,3.585464201361875e-06,5.594265085958057e-07,-5.704253781200577e-10,3.154991912380242e-06,-8.411805675667156e-07,5.0823364983741815e-06,9.979429920828014e-05
FXE,3.2724944851217756e-07,1.6575756027624812e-08,5.171670251178398e-08,2.703821696824035e-08,6.413914986018209e-08,9.855974791467135e-08,3.228766408423684e-08,8.103235144647398e-09,-1.4257103799075948e-08,1.1463331814388158e-07,6.64020441243012e-08,1.1651155307669498e-07,6.175219806337821e-08,3.0081404941911135e-07,7.65057998234322e-09,2.6377538948012484e-08,1.0275850728599559e-08,5.2343837872116815e-08,2.119669078957239e-08,1.783366171598443e-08,4.115925906374459e-08,-5.295089611769458e-11,1.875996687139794e-07,1.0400635231117296e-07,1.772715274413925e-08,2.210071099308714e-07,4.3217308873186004e-08,4.925799869913029e-08,2.7279331246695383e-08,2.087608518140264e-08,5.014470170941429e-08,-6.932307810656312e-09,2.2982751397931104e-08,-1.1639504180124516e-09,9.99880235929363e-08,6.583763504545045e-08,1.7575796403830297e-07,-2.5921761971064123e-08,3.967713318952884e-08,4.230201742091443e-08,2.288593485595895e-08,5.367997810850495e-08,7.789934394316525e-08,2.4642152688731587e-08,2.125604781646844e-08,3.172720417178023e-08,2.686001755367509e-07,4.8957967999900166e-08,2.1675004932776966e-08,1.6867505636247125e-09,2.610600311071932e-08,6.60715926985744e-08,-1.0633094977075295e-07,1.1534317129969539e-08,9.105357521797558e-09,3.037342950992691e-07,3.604545612809712e-08,1.020032779443703e-08,3.155561695079145e-08,9.641100654234176e-08,5.486644444073812e-08,3.8839652054255164e-08,-1.9326139456610973e-09,2.282857234717926e-07,1.969050706586252e-08,1.644168006639882e-08,6.016253257864675e-08,8.200264907359959e-08,4.03659062295021e-08,4.75665010714552e-08,1.5996289490674604e-07,1.9685002900957835e-08,2.677518854250844e-08,4.810764349085208e-08,-9.909427039188317e-09,5.0489726189657654e-08,2.1421269600341216e-07,8.872262889671129e-09,-7.472327300378017e-08,3.565024244418234e-09,4.53204849259848e-08,2.7104042866619987e-07,-2.114435132342095e-09,-1.2281255240969754e-09,3.6819873421827865e-08,3.7600078136980316e-07,6.94120136633193e-08,1.4814235539997911e-10,4.2003137015918965e-07,3.799533518481273e-08,2.9762653042359086e-07,5.799211889991464e-06
AMZN,7.346790007445065e-06,-1.0589403860380882e-06,1.1279514524191194e-06,5.58937860724888e-07,7.543772601631207e-07,1.7831946519417953e-06,4.5151674090191734e-07,1.2070997156420929e-06,2.095985708376318e-06,4.179066180544515e-06,-1.5275360221256154e-06,6.01300324255473e-06,8.251668202787787e-07,1.1085511876110193e-05,1.1851346076731508e-06,1.447992771338872e-06,7.119820776730378e-07,8.286627392227814e-07,2.080493794934666e-06,9.619003422371743e-10,3.811516323171487e-07,-1.0697631198512085e-06,5.318406103089371e-06,9.392082493461419e-06,-1.370569076238713e-06,3.3851934522391506e-06,-1.0439259901515383e-07,8.157995583527333e-07,9.304501829353493e-07,7.440660544322264e-07,1.0318647298220625e-06,-4.905350651203106e-07,6.351420306248762e-07,4.536732746713504e-07,4.988406782529596e-06,4.4775060875571444e-07,3.1698843473575076e-06,6.939512248574945e-07,7.985781970064275e-07,1.2892022385006468e-06,4.1326933292313966e-07,2.008861709985586e-06,3.22186669999864e-06,-6.86566349201076e-08,1.2309649702600151e-06,9.073147269094625e-08,9.317168257995628e-06,-1.234686976453987e-07,1.2622355482789825e-06,6.385758153467343e-07,8.539149528564729e-07,3.723294159687198e-06,-4.2065957301682005e-06,-2.400812726216297e-06,8.43221621906245e-07,5.847960131835816e-06,-1.7447193693484656e-07,1.0163685302646282e-06,5.234698337024879e-07,1.794270094479256e-06,1.2322224515530778e-06,5.766290601988715e-08,9.79260775630517e-07,8.8753160752328e-06,2.5951789828334833e-07,2.309103474920587e-06,9.140267016213125e-07,9.894643811953236e-07,1.2919478551799017e-06,1.3684882798801537e-06,3.405131658101506e-06,6.30936321956917e-08,1.449692760322725e-06,7.608190452949025e-07,6.341494807143352e-07,-1.0800582918631023e-07,7.720500217063878e-06,-2.4230303567753063e-07,-5.241889392064168e-06,1.5387519692876876e-07,2.2259728685435245e-07,1.0409649260483844e-05,-9.907144549693841e-07,-4.961721081985794e-07,1.2538286922136633e-06,8.175802214844716e-06,3.7012889575590156e-06,7.414293708143026e-07,2.2106761496765145e-05,1.518878109240166e-06,5.227614301805888e-06,0.00020363655402337342
AAPL,3.6627256761871863e-06,-4.614082622168588e-07,5.269284377058527e-07,7.197477419141339e-07,2.553810075648992e-07,6.243951939150373e-07,8.670416778749125e-08,8.733403222841559e-07,7.321869259273258e-07,2.572820823486599e-06,-6.124489382369546e-07,2.362622842060574e-06,8.376889421718244e-07,5.153515020486951e-06,5.743568833789124e-07,5.975598669991582e-07,8.733172859405354e-08,2.8428983200589714e-07,9.689546607931443e-07,1.373398508885646e-07,3.224692716625339e-08,-3.8609394106441515e-07,2.7462082143473987e-06,4.468109156839155e-06,-4.6330803562801956e-07,1.8786858492077472e-06,2.2729583333614013e-07,4.517041844988375e-07,1.144689057169306e-07,8.701973064060928e-07,5.98689140693359e-07,-2.0267474258121344e-07,8.977002515885219e-07,3.1140249822354883e-07,2.438487604670458e-06,1.01198424715737e-06,2.8106417474239075e-06,3.3248384311603455e-07,1.2273952489156099e-07,8.905099739678922e-07,2.8437610968763477e-07,9.68742343312164e-07,2.5232478397963705e-06,2.589393891327968e-07,4.1642404200400103e-07,-8.3848713157245e-07,3.521816497142093e-06,3.4679966738001085e-08,1.0722502575477427e-06,3.17248803468015e-08,5.180929613270078e-07,8.875737557150083e-07,-1.4899139984394836e-06,-1.980478771400777e-06,2.239548103015632e-07,1.5894794069855587e-06,2.5364797419965764e-07,3.7495958421963214e-07,-2.685860104079175e-07,1.4629645649741497e-06,7.191803975156323e-07,4.3598171651956053e-07,-3.690764069598667e-08,4.527655793434593e-06,1.2882354443172348e-06,9.269714043759828e-07,1.2717692486770937e-06,1.4497199344054365e-06,5.332870800553574e-07,1.2597806732879917e-06,4.812137674744724e-06,-5.4110719802492766e-08,-1.9539148597124603e-07,1.919959535051603e-06,-5.0122987447810885e-08,1.7871266727005337e-06,4.201567654754945e-06,8.009802374568187e-09,-2.340380758225777e-06,1.246298547879669e-07,4.2240549491943134e-07,7.042607603411777e-06,-4.604902792824935e-07,1.9272425816345354e-07,1.541687285694478e-06,5.100604514219729e-06,2.269908189107645e-06,4.724888604489348e-08,1.1090725552964848e-05,2.4796642366651727e-07,4.456393825569165e-06,0.00010919613701385073
