
key = model_output

indiv_var_parts

key = indiv_var_parts

key = comm

,"(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(1, 7)","(1, 8)","(1, 9)","(1, 10)","(1, 11)","(1, 12)","(1, 13)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(2, 7)","(2, 8)","(2, 9)","(2, 10)","(2, 11)","(2, 12)","(2, 13)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(3, 7)","(3, 8)","(3, 9)","(3, 10)","(3, 11)","(3, 12)","(3, 13)","(4, 4)","(4, 5)","(4, 6)","(4, 7)","(4, 8)","(4, 9)","(4, 10)","(4, 11)","(4, 12)","(4, 13)","(5, 5)","(5, 6)","(5, 7)","(5, 8)","(5, 9)","(5, 10)","(5, 11)","(5, 12)","(5, 13)","(6, 6)","(6, 7)","(6, 8)","(6, 9)","(6, 10)","(6, 11)","(6, 12)","(6, 13)","(7, 7)","(7, 8)","(7, 9)","(7, 10)","(7, 11)","(7, 12)","(7, 13)","(8, 8)","(8, 9)","(8, 10)","(8, 11)","(8, 12)","(8, 13)","(9, 9)","(9, 10)","(9, 11)","(9, 12)","(9, 13)","(10, 10)","(10, 11)","(10, 12)","(10, 13)","(11, 11)","(11, 12)","(11, 13)","(12, 12)","(12, 13)","(13, 13)",pred_err 
SHYG,6.4879835849839525e-15,-1.6390365209753945e-15,5.57963464683258e-13,5.461676923512778e-13,-1.6840493806229717e-13,2.60259498136277e-13,1.0067097907230547e-12,1.7053647732200867e-12,2.682400945421584e-12,5.691301209206823e-12,8.349595510039068e-12,3.790774367428181e-12,-6.170103492062357e-13,4.3845404805884355e-11,7.703288217499383e-11,-1.4266749172425337e-11,1.5953684110354263e-11,1.265755034050475e-10,7.174972892273545e-11,7.120493722490655e-11,9.777035340183228e-11,4.167169580643449e-10,1.0162306975788857e-10,-2.065300516365262e-10,1.021528488078929e-10,1.838222586345686e-10,2.2101374084999443e-11,1.3523278797035334e-11,2.452900164829584e-10,2.133146149966812e-10,2.7275035564821636e-10,4.0396861050162085e-10,1.2254649591858138e-09,9.006459603667881e-10,-3.5833858212540244e-11,1.2646756533571204e-10,5.0530081919654236e-11,-1.9303832432882704e-11,-1.890033262323195e-11,6.154341020921929e-11,1.204758610982526e-10,1.940840803606153e-10,3.443541015103962e-10,6.694537201337804e-10,3.853571961602546e-10,-8.480869382534987e-11,1.0145270131828246e-11,3.920210431567277e-11,-6.687278032453273e-16,-1.826891463400688e-11,-3.389925654216743e-11,4.02047984702425e-12,-1.7908175219579036e-10,-1.72996252543348e-10,5.302961223957551e-11,3.762288732963173e-10,2.4835872014236646e-10,2.7532085047227887e-10,3.9195785774942606e-10,1.4360935360119478e-09,6.345555445631564e-10,-4.417089911512412e-10,2.698558204869297e-10,2.7445442545162545e-10,3.8225659571017205e-10,5.778908547611853e-10,1.569803277353941e-09,1.4659209463233225e-09,2.505970979990359e-10,7.176505261893786e-11,5.652961412675994e-10,8.65916789173814e-10,2.179155499412603e-09,2.364171255774958e-09,6.605313581692825e-10,4.465865845842749e-12,1.3300672444295735e-09,3.2919293931167866e-09,3.6849854425355915e-09,1.1056779852326847e-09,-2.6077196834837044e-11,8.980436153534997e-09,8.313627089590874e-09,1.3647241254019687e-09,4.315114424593888e-10,1.0990783372419004e-08,4.3921083354863456e-09,-5.527369723686448e-10,3.1787096365734102e-09,-8.387292895466607e-10,2.959544137599249e-10,7.689346936327549e-06
MBB,2.1605513332541365e-17,-1.5104949626140631e-16,-3.043320358059718e-15,6.509445575281078e-16,8.563883033829675e-16,1.0633134028441388e-14,5.1961751871634085e-15,-2.240107690901466e-15,2.0173545075448676e-15,2.1481862306479334e-14,7.275041896310255e-14,9.378409651148003e-14,8.108441279163953e-14,7.334984727310693e-15,-6.526884624316236e-14,-2.3100646587683036e-15,-6.329094969277228e-14,7.016197781454373e-14,1.150849005955862e-13,-1.2630599706213495e-13,-5.521812205658558e-13,-1.270739800577996e-12,-1.7469104548443963e-12,-9.442291376710378e-13,-4.2261398792513376e-13,1.621568594611432e-12,-1.2257762204870612e-13,6.692109008011952e-13,-3.4894811618550363e-12,-2.8189073468178703e-12,2.2723288878110624e-12,7.132377146034848e-12,1.2419157347129068e-11,6.820395836180719e-12,-9.232930773792555e-12,-1.3409923017021776e-11,2.0411788724831626e-14,5.351120043807549e-15,3.7193158230712725e-13,2.1059014899494186e-13,-1.181569461886038e-13,-1.3125018621229822e-13,2.4731291468445793e-13,1.749945246387583e-12,2.7226040936647825e-12,2.4944488491651674e-12,5.569165570231732e-13,-8.972885801757295e-13,-1.1758751639856352e-12,1.2068436791676147e-12,4.9906230335100815e-12,1.1078015398870999e-11,1.4184698990262674e-11,6.350865352203469e-12,1.8973553365286432e-12,8.558557737150132e-12,6.041827944843427e-12,-4.3696278753464096e-12,-1.1390204901015357e-11,-1.5215608073571817e-11,7.306568783688357e-12,3.951495395332013e-11,4.322571499066639e-11,4.900899999177939e-12,-3.962187444986553e-12,-1.2490174250826306e-11,-2.1854942432259773e-11,-1.2363941158217471e-11,1.5596839340855608e-11,2.2979887383872244e-11,3.442133171864184e-12,1.1956753510581569e-11,2.31084300498694e-11,2.0454878769191516e-11,-3.1993798841940757e-12,-1.1668891004996398e-11,4.629906958948671e-11,9.803208882735751e-11,1.1290886691301689e-10,3.348517463318946e-11,-4.791993039427818e-12,2.213351821811763e-10,2.9332232513521683e-10,1.4474453521541016e-10,5.487416196784138e-11,4.891743886688312e-10,3.726993745558373e-10,2.4457727868971797e-10,4.2035453283990457e-10,3.453369630760088e-10,3.076204788407108e-10,3.1778880324525936e-05
VMBS,7.776495522707655e-14,-1.123676921964278e-13,-6.615339940545995e-13,3.3877577866299136e-13,5.14814475878242e-13,2.9068704758013296e-12,1.2219437132063913e-12,-6.081574257106219e-13,4.637006054498152e-13,5.820352513925868e-12,1.9655936210450244e-11,2.4828522157755686e-11,2.024265353403788e-11,2.0062432858049698e-13,1.0865638040419693e-13,-4.656368218083442e-13,-1.3897400187217514e-12,-2.64387372103738e-12,-3.749351614322813e-13,-7.375628616278476e-13,-6.807719333063871e-12,-2.085266831900404e-11,-4.184046703922617e-11,-3.8414487340927955e-11,-2.7043808644028038e-11,2.4390506765141305e-11,-3.4108148245411264e-12,9.923582601185453e-12,-5.9197557215893e-11,-4.1194054433400005e-11,4.0968769490743363e-11,1.3198075810001966e-10,2.260381865977028e-10,1.3039532499659224e-10,-1.550028823881359e-10,-2.2105803994151186e-10,1.490754225993997e-12,1.8395570394270725e-12,1.3635155586179966e-11,6.191473691364997e-12,-3.658404586037e-12,-1.8114962493112481e-12,1.7588389185339052e-11,7.724013907552873e-11,1.0657867132361013e-10,8.956245125614535e-11,1.4311365184383003e-11,-7.0321200050166724e-12,-1.53888370527971e-11,2.3260718639862784e-11,1.0668593546274535e-10,2.485845535319768e-10,3.5698996042415475e-10,2.0721666889310934e-10,9.676528325950108e-11,1.7198270898810847e-10,1.0225747198102169e-10,-8.849230593589195e-11,-2.3237438154927958e-10,-2.8864686109639533e-10,1.8801450951607604e-10,8.24833553477904e-10,8.464296006399743e-10,6.975728721708232e-11,-6.831372219662003e-11,-2.1583383480110844e-10,-3.6085715598910926e-10,-1.7965632809949243e-10,2.9787080754004216e-10,3.982771072525743e-10,7.304500759284486e-11,2.5568723595061334e-10,4.801685115264558e-10,4.1404220347626445e-10,-8.693614275452526e-11,-2.5151448861110103e-10,9.874564489310898e-10,2.030894536269766e-09,2.2731626355593134e-09,5.552492301887663e-10,-2.3323374367694644e-10,4.482345324269436e-09,5.841762240757573e-09,2.68378778692084e-09,7.975601016185584e-10,9.688665519971921e-09,7.16723371226324e-09,4.341612804527268e-09,8.095553546186086e-09,6.316639221285553e-09,5.396495499503443e-09,2.821663191910832e-05
AGG,1.911222721468382e-12,4.093211909125522e-12,1.2716468637139804e-12,1.5646780620575885e-13,-1.9728644801823672e-12,1.616521493335684e-11,4.888698363909941e-11,1.0410719274596144e-10,1.3644805502908915e-10,1.355755428382838e-10,8.054335323304118e-11,2.125016405072315e-11,-9.285645865640723e-12,1.1163237145757326e-11,1.8667151109236772e-12,4.7052997131826385e-12,-6.288299778743473e-12,-8.032764259588059e-12,5.211743187862948e-11,1.479001091391027e-10,2.5647521027761266e-10,2.951217391623201e-10,2.1530948046742248e-10,8.651905679196106e-11,-6.417729598590575e-11,1.1523243651012998e-12,-1.4579396051263041e-12,-5.752536803945294e-13,2.6001307903762796e-11,5.1321963193203056e-11,9.609853912368293e-11,1.0356557795020187e-10,8.850364391511026e-11,3.828776453524254e-11,-5.186588960872298e-13,9.652545690262745e-12,7.98079306805387e-12,-3.923019537004089e-12,-7.644451968614133e-11,-9.186892844860158e-11,-1.2833656022448738e-10,-5.401383622204617e-11,1.978420607737183e-11,8.465119429143564e-11,7.650807132733316e-11,-8.151305112124861e-11,3.812216135618467e-12,2.0025902862901794e-11,-5.205079309917064e-12,-4.2856582833881266e-11,-1.1007669195939668e-10,-1.4404815128585546e-10,-1.1999016047118064e-10,-5.723199428445014e-11,4.770673287537047e-11,8.957452355753937e-10,1.3491964214082053e-09,2.216300505656303e-09,1.7902889269530103e-09,1.0619392787930058e-09,-8.060348853652915e-11,-5.500082049415303e-10,7.096136151857326e-10,2.404002955385086e-09,4.309649980887639e-09,4.274495820951272e-09,3.3633764514053895e-09,1.1210213848048511e-09,-3.560610591185006e-10,7.341060314513277e-10,8.021602769105917e-09,8.552154246676704e-09,7.235831065610553e-09,3.046591624142899e-09,-1.267070777958305e-10,8.812232185768797e-10,1.027470776722934e-08,9.608104367247237e-09,5.1116654347446204e-09,9.054486819883196e-10,-2.307042602520789e-12,9.626727403462173e-09,5.798548116176004e-09,1.5889090988522527e-09,-7.467104344217079e-10,4.1589611402738816e-09,1.627989382837374e-09,-1.1824031190328695e-09,9.3786894447089e-10,-8.609960389353273e-10,8.635174228216594e-10,2.5958716270874506e-05
BIV,9.122924304959684e-12,1.44800086910998e-11,1.5050978523203274e-11,5.933476711200755e-12,-4.6136699253585735e-12,1.8552484677545232e-11,9.59972315281282e-11,2.3840173176115063e-10,3.7636327678331107e-10,4.3652094916599484e-10,3.4042756802545005e-10,1.5549700739248044e-10,4.633582018172e-13,2.342623212589004e-11,2.0575576829849172e-11,1.2895367573273024e-11,-8.601873920216447e-12,7.400492377025386e-12,1.196371782992161e-10,3.2585363446251787e-10,5.535579067324294e-10,6.717199900482069e-10,5.563664756778402e-10,2.822018656060333e-10,9.37042739938345e-13,4.959282651823759e-11,-1.6199633207637495e-11,1.9463519239870483e-12,1.9535874772382452e-10,4.02971871592024e-10,7.859469929105715e-10,9.483154310693729e-10,8.78082686255219e-10,4.4180001628526556e-10,-7.969343538056447e-12,-7.420702250498759e-13,3.113545641360676e-11,-1.3032251471143955e-11,-1.6084769196619215e-10,-1.9427942367433848e-10,-2.5703220198705355e-10,-9.883037516502283e-11,1.1817395150972744e-10,3.471856547230834e-10,3.7874793279660024e-10,1.882527747033413e-12,6.022590156856312e-12,5.421100141550588e-11,4.5865381564325744e-11,3.0989899307391884e-11,-6.396292573757791e-11,-1.5980514017759906e-10,-2.1841854725316786e-10,-1.8073773050379092e-10,-8.158425310167917e-13,1.1338889916991245e-09,1.8226253199600236e-09,3.097173042424208e-09,2.943661499203225e-09,1.9383687871150004e-09,-1.0502808334531604e-10,-1.4436674451771264e-09,-9.081234751981457e-12,3.426254442512044e-09,6.387025559165907e-09,7.194304473241258e-09,6.153196599509564e-09,2.3984543079641924e-09,-9.76562275639948e-10,-1.0005581441442897e-11,1.245568950716966e-08,1.5026448284916518e-08,1.3911143785865382e-08,6.995931486494046e-09,-1.3067111744876838e-10,-1.1779394898477629e-11,1.9855421698574326e-08,2.00963858886473e-08,1.2459787186699429e-08,2.9177375794519017e-09,-8.030095127427625e-13,2.189404020699644e-08,1.552482388064874e-08,5.7535162452398356e-09,1.256372101584354e-11,1.3283224346005285e-08,7.082574961241631e-09,2.4581413230587652e-11,5.475895241377397e-09,2.3990567772770982e-11,1.151914688849293e-13,2.9059677965830276e-05
BLV,3.754321274196549e-11,2.8695270060233442e-11,2.385967260100262e-10,4.559661914145618e-10,5.439745986676479e-10,-1.5239057357946245e-10,-1.967675333162444e-10,-6.18268423001299e-11,-4.278227465122801e-11,1.1943892974904653e-10,-2.1251017732172052e-10,-6.622447278189323e-10,-1.4758546669370368e-09,1.894206792604881e-10,6.192846618197723e-10,3.572496023429685e-10,2.277953187073285e-09,-2.853472613845599e-10,3.272553260892928e-09,-1.1914628641190566e-10,1.159875497246513e-09,6.208342999458338e-10,-1.8499010796295189e-09,9.844936559023854e-10,-6.177544683961131e-11,2.6561142366093975e-09,2.920588250992929e-09,8.314881965286794e-09,-1.4090077236038713e-09,7.678784940882121e-09,-5.804627087469334e-10,2.8391257402464435e-09,2.1404629301834545e-09,-5.7525952863213596e-09,-3.2010329286904275e-10,-6.597930621640533e-09,5.538212776415419e-09,6.703830103711286e-09,-1.8596140127561602e-09,-2.2110900908147326e-09,-7.546459303667211e-10,-4.5734480139980774e-10,1.4782393919671453e-09,-2.6690412149443347e-09,-7.965220433152957e-09,-1.786875029567347e-08,2.8586025393186924e-08,-4.085587125150362e-09,3.520625312010152e-08,-1.695124401949704e-09,1.2639493101091898e-08,7.618201010670605e-09,-2.1840921190370124e-08,6.978163392567221e-09,-9.529126353496077e-09,7.88829716532795e-10,-2.6525185993413494e-09,3.23443568222657e-10,-1.0287662134410228e-09,-1.01872766526914e-09,2.56400176812048e-09,1.1851248993232526e-09,4.915535509701651e-09,7.098592151731047e-08,-1.1451807158387789e-09,2.4596834307264022e-08,1.0196277406176758e-08,-3.337304891423626e-08,3.3935542313296794e-08,2.9526191095333493e-08,1.3267484948169118e-10,-4.4143060733035607e-10,-4.2398866713714204e-10,1.0742746835060175e-09,4.5076328277424806e-10,1.9727970892255163e-09,8.540312136420686e-09,3.634435362724289e-09,-1.1773250101367466e-08,1.1368723809154933e-08,9.273952525640968e-09,2.054228603550995e-09,-6.011327651613567e-09,2.6061591990376136e-09,-1.3240714791072045e-09,1.8204508738643463e-08,-1.1270144234765594e-08,-2.3888097588668927e-09,2.4948786691438744e-08,3.552322477905214e-08,6.48050614899751e-08,9.720382130471594e-05
BNDX,3.32014499271413e-13,-3.0959287167505674e-13,6.475495567834538e-12,2.0897399005751917e-12,5.934764059254897e-12,-1.7970479975653166e-11,-1.8956327457838344e-11,8.632156674981676e-12,-8.084798930288778e-14,1.8959179636009264e-12,-4.566088795965851e-11,-5.627319084576205e-11,-5.1207658971068275e-11,6.602363970387079e-12,1.4979157089131727e-11,-6.299617835535509e-12,1.364736705346264e-11,2.8653160784449122e-11,-1.022050172595797e-10,1.2937096979985894e-11,1.8592778421836672e-11,1.7021384483515036e-10,2.6820464706704414e-10,2.1583184791417747e-11,5.955775263978208e-11,1.9625962082854542e-10,2.627368594951296e-11,1.7960157898681442e-10,-3.108890110147438e-10,-7.687852560366541e-10,2.382190534750352e-10,6.006495996489902e-11,6.09480338980124e-10,-1.394724121460192e-10,-1.2003604592325906e-09,-9.594283931411925e-10,1.6151524381667175e-11,2.4135518254074766e-11,-1.2130658116115632e-10,-3.669864041436191e-11,3.986936776107922e-11,-1.3269923781964173e-11,-1.0658618369942419e-10,-4.4288382334516754e-10,-3.3290301138307233e-10,-3.304448021715451e-10,1.6435809960799143e-10,-2.8508100963853403e-10,-7.030510527176228e-10,2.1805761807348805e-10,5.481181282918647e-11,5.563806394439498e-10,-1.307193117977986e-10,-1.0997291095952486e-09,-8.794634576093529e-10,9.950777951564021e-10,8.001416432061092e-10,-4.2767805240912074e-10,3.926650397821707e-11,2.214311536735844e-10,2.8965505527618118e-09,2.9876168982176767e-09,2.7938938177992726e-09,3.3585572518690547e-09,-8.91330133479696e-10,-3.4698356683129e-10,-3.3737560644465085e-09,-1.6771037698097104e-09,3.799431363722559e-09,2.699485457550963e-09,2.9418762673612696e-10,5.944875157813798e-11,6.2095003033533e-10,-4.371804428927601e-10,-1.5657414195930405e-09,-1.2921151972388796e-09,5.432934818792962e-11,5.039436054330296e-10,6.728612586165571e-10,-7.689365272105491e-11,4.710187417303588e-11,4.695530263405454e-09,5.885246275260292e-09,-1.1627624529124022e-09,2.9237938162293437e-11,1.4342675050878538e-08,6.635186347351094e-09,7.464407849060255e-09,9.688880748795561e-09,8.621422305925158e-09,7.920005718586892e-09,1.1754766039378511e-05
EMB,1.3015600858788485e-09,8.644935419697332e-10,1.1846487985086964e-09,7.103285838776102e-10,5.042500727285502e-10,-7.09775110306756e-10,3.5537293954027235e-10,9.439030655045162e-10,4.27107112843166e-09,8.442443003241472e-09,1.4003501358280726e-08,1.2393310980167472e-08,9.411575125151165e-09,6.250288319253371e-10,1.0266447169860837e-09,3.679465823360378e-10,3.574911146562769e-10,-1.0216485841667626e-10,4.235458643114435e-10,1.8188655032697337e-09,4.306293498843864e-09,7.844432610334515e-09,1.0515167306043385e-08,7.721840560706173e-09,5.719939908639971e-09,2.209483483383938e-09,1.56613417922068e-10,5.65424126000437e-10,1.095950335875845e-09,1.2079984435942907e-09,6.481894194195515e-09,1.0819417119079693e-08,1.823679722298863e-08,1.8472886381825154e-08,8.875308683079489e-09,6.060273818074715e-09,5.99829717202669e-10,2.290870677847123e-10,-1.1417601188320978e-09,-1.89127189214704e-10,-1.9199317860055576e-09,-6.711086764040219e-10,3.740084233065431e-11,5.162127519528583e-09,7.805116212290794e-09,6.221625653477308e-09,2.0537671678539314e-10,-1.1103422394401961e-10,2.209281460675808e-10,8.948778196683639e-10,2.3071059420427246e-09,4.263941979369115e-09,5.9642552267126266e-09,4.575085392866148e-09,3.4103841106289425e-09,3.0694691450328543e-09,1.1682932452483107e-09,8.143614670456587e-09,8.345243088790208e-09,1.1645890602669142e-08,1.1827236669648002e-09,-1.0461460107735278e-08,-8.991168435274136e-09,7.88677219906424e-10,4.654299648095324e-09,6.586441981362178e-09,1.0556485057571575e-08,8.301720701259133e-09,1.5034634861784973e-09,6.102656643746221e-10,2.8632164883432835e-08,3.7552420190160484e-08,5.857397374743217e-08,3.862230840083269e-08,-2.965089354467567e-09,-5.63013268705185e-09,5.6493072306640636e-08,9.236818484935464e-08,8.104760710764329e-08,2.5932724515641533e-08,1.5528452306766998e-08,1.53200653068922e-07,1.442582210024019e-07,5.7955230735119605e-08,3.7671107787863935e-08,1.7965954215273393e-07,1.211649019016438e-07,8.8572368225853e-08,1.2311979945327273e-07,9.494302256019808e-08,7.36061264687759e-08,2.771895613557037e-05
GLD,8.351139721252517e-08,-5.9287678009930447e-08,1.170529485490857e-07,-8.308555468310187e-08,1.4247780654716917e-07,5.995033343198476e-08,-4.855897283745882e-08,2.3096318145217363e-07,-1.1795347183703425e-07,1.216235643873564e-07,8.659651223756044e-08,-1.0269002106272022e-07,4.3242268663457904e-07,2.9176651287680115e-07,1.1712650514092244e-07,1.605464182115115e-07,7.738582272169868e-07,-6.371824832242804e-08,4.598544775465861e-07,1.6452558334494366e-07,2.3678792801694528e-07,5.93705870828448e-07,-6.076239972830082e-08,7.478318204274241e-07,4.670900023875879e-07,3.246367956056849e-07,-3.500968310952413e-08,9.014111489479605e-07,6.706173942365457e-08,2.730697614204062e-07,5.871618318217336e-07,-4.259178080065443e-08,7.158357903863689e-07,1.2195097005814053e-07,3.97321119955367e-07,1.2268723784933836e-06,1.2397400303283942e-07,2.1417690908468152e-07,-6.825085506181903e-08,2.213440206382802e-07,-9.616334565210664e-08,1.796077757861599e-07,1.5562169881335675e-07,-8.586388917269099e-08,3.767079162343645e-07,-1.1534333866110708e-07,3.3096102662094295e-06,2.8132899989581302e-08,1.4079321837099005e-06,1.5452765241020133e-06,3.351310625405916e-07,2.590788167178972e-06,1.502488418860173e-07,2.1901384491998524e-06,3.4505786713124834e-06,4.4829415465064294e-08,-7.090553482182673e-08,1.3796514027836863e-07,-9.764451249920389e-08,2.968284239625695e-08,6.210441333473911e-08,-1.3091112108515994e-07,2.448280742578908e-07,7.529694510345117e-07,4.2536893575024477e-07,3.293394011352194e-07,1.0879031649748846e-06,-4.9133823923641e-08,1.2096069439673717e-06,1.0673883650856407e-06,1.0709574135460277e-06,-1.2485448843282027e-07,1.231098835610047e-06,2.4043690947276446e-07,6.039871468948285e-07,2.214375411861732e-06,2.6041732775664113e-07,2.450793492547928e-07,-1.2187236178923357e-07,5.587653386359406e-07,-1.3626052630031374e-07,2.0294046936354636e-06,1.2806549306978836e-07,1.6887695540815982e-06,2.7381596671710738e-06,8.979764942278728e-08,-1.0454946303366393e-07,4.506157647623163e-07,1.9507510853130015e-06,1.5607816725472898e-06,4.6390096820328074e-06,0.0002614785646779711
SLV,2.6576627001790843e-08,-2.838837657353213e-08,1.0997987277448011e-07,-5.44650648020249e-08,9.566572213582686e-08,1.0961012121688389e-07,-9.224807152443774e-08,2.7477345362982543e-07,-1.2541673559078807e-07,1.3621856955816267e-07,9.498015112598206e-08,-7.70696335608212e-08,1.7775188063101417e-07,4.058880667913503e-07,1.769950921110185e-07,1.5416909349744173e-07,1.3420929658509262e-06,-1.4775746526705547e-07,1.2096955357226564e-06,5.56729642788028e-07,4.783565992554107e-07,1.2596937760865317e-06,-1.2085641284554102e-07,1.0317997377073555e-06,2.9422225701292237e-07,6.860104363271352e-07,-1.5012364707022432e-07,1.5283162000648704e-06,4.295388165576143e-07,4.894942710707525e-07,1.8037239668444329e-06,-2.4897254766721586e-07,1.6654894610948776e-06,3.778363260453886e-07,4.2553391241656157e-07,1.1151423357884755e-06,1.361530180493249e-07,1.7309240345667935e-07,-2.324708566363882e-07,4.7305229901869904e-07,-3.4579680593283976e-07,3.450471943935613e-07,7.999605322331923e-08,-1.996073131036551e-07,4.006215039173876e-07,-2.4054777975161914e-07,5.898521781502214e-06,2.765895403405969e-07,3.9410433016740005e-06,4.2587638913208995e-06,8.72943080483538e-07,5.8942024984686004e-06,2.672818355077243e-07,3.3739089704130816e-06,2.501474252415803e-06,4.545710601576992e-07,-4.7121579520425416e-07,1.063804611915449e-06,-5.453857932206383e-07,4.4703396292259085e-07,3.9331178775775164e-07,-3.954094631695355e-07,6.935636500551553e-07,3.6077108404228157e-06,1.5617907845598998e-06,1.4542496414875257e-06,3.684654525304855e-06,-3.87079917372868e-07,3.0766659101955413e-06,8.152706223736686e-07,4.765692281904121e-06,-5.170132736489165e-07,4.589559536428747e-06,9.380690753140868e-07,1.3526884835806953e-06,2.9336890375914716e-06,9.076527351753135e-07,6.45733928437588e-07,-4.660081150815443e-07,1.2343597517571956e-06,-3.949132210349377e-07,5.9558290683387325e-06,4.1422945854560533e-07,3.1575056762878117e-06,2.7223276541272547e-06,3.4044447585903173e-07,-3.2448246293228564e-07,6.10245867119068e-07,2.6238949842206483e-06,7.083840315295352e-07,1.812834079724243e-06,0.0012907027070073523
USO,1.3424899273697417e-05,-3.54498096109603e-06,4.5125798276428205e-06,9.688315805355034e-06,-3.913235176397304e-06,1.9571249287334074e-06,-2.5542352452970272e-06,5.87554270998341e-06,-1.792795082082408e-06,2.219536183251599e-06,4.939742712767996e-06,-1.3889816782869044e-06,1.251189105897919e-06,2.017034557126237e-06,4.110015502476301e-06,-1.5191343202732772e-06,2.2171750088958065e-06,4.82864306899677e-07,3.6116600847436404e-07,-1.6712818173481346e-06,9.269364095203321e-07,2.284822532739206e-06,-7.37489165400162e-07,7.743851996335578e-07,6.479938294588649e-07,2.7519096309954886e-05,8.353264588844566e-06,4.490911556184415e-06,5.560804311534308e-06,-2.3952070506275933e-06,1.3874782354082224e-06,1.621764563402482e-06,1.4826743125536333e-05,4.440838164347772e-06,1.532280363229111e-06,5.2191446488754135e-06,7.990740691569895e-06,-1.6859697227994611e-06,2.37341619892822e-06,-2.1445043399289175e-06,4.125034250527562e-06,-8.578021961565405e-07,4.361709865745562e-06,4.109839929681753e-06,-6.105283158456695e-07,1.8435076873017858e-06,2.4372122722895334e-06,5.243405586219079e-07,4.014057315871163e-07,-1.8438547698975978e-06,1.0192872334215144e-06,2.497231766321733e-06,-8.190244395591695e-07,8.512878364115961e-07,7.068086660704353e-07,1.209807865118243e-06,-6.62110879938619e-07,7.457777913184431e-07,1.5806734575434014e-07,2.9786022056788575e-06,1.2444027387661691e-06,1.7446941447383565e-07,1.0872144550865115e-06,5.767812136951863e-07,-1.083167856366333e-06,2.0964593669304718e-07,-1.2544081511627288e-06,-1.1041531092745155e-06,1.4612566597353758e-07,-5.216309201747524e-07,2.58476457986928e-06,-8.348928856438978e-07,6.532620246512935e-07,2.0991072216735125e-06,-6.530712259347513e-07,4.3917599493592685e-07,4.2970142594315093e-07,9.081414415270704e-07,-4.218125534608965e-07,3.565085147334487e-07,2.434113951144272e-07,7.991889868455209e-06,2.322331420282491e-06,8.529432330076763e-07,2.805371858071004e-06,2.1149066558322187e-06,-2.973106196008961e-07,9.734907185359958e-07,2.974128395082339e-07,2.3948331761834246e-07,1.0021609504068286e-06,0.0008049224768105757
PDBC,5.631409338570081e-07,-3.7646725058888035e-07,7.728466381230822e-07,3.324831027379365e-09,1.1997177411757482e-08,4.76792776402259e-07,-3.0449303351868437e-07,4.4790874729443257e-07,-2.4864061735190423e-07,4.2316714680290197e-07,2.843543904880491e-07,-1.8177316176937302e-07,4.62682753672603e-07,1.527024630288563e-06,1.006715612136531e-06,-4.314332971049e-09,1.9400587382991092e-06,-1.108625743622883e-07,8.025075649386975e-07,-1.5658075852140893e-07,6.369968461864741e-07,1.3127674584377918e-06,-1.6920078141499454e-07,9.716828054992628e-07,2.630934357219394e-07,2.8802743789797586e-06,2.064542598405919e-09,2.343394548920594e-06,9.026506463011484e-07,2.9754817410362496e-07,7.853369011444374e-07,2.2110035915140017e-07,2.4867234595315305e-06,4.152011979450244e-07,7.660371211393058e-07,1.3186998324895901e-06,2.3060470630767506e-11,-3.1241133357953693e-09,2.4740912172556895e-09,-2.7800596334651793e-09,2.4102058811013128e-09,-2.2400928742211933e-09,-1.1854757958883482e-10,1.6445849480622058e-09,-2.4675164621230295e-09,1.7929483213864768e-09,2.9759157298293274e-06,3.276907128097716e-07,9.083996432618958e-07,2.277468123144476e-07,7.138078413897295e-07,2.446361346024792e-06,3.7973054112252614e-08,1.2947412243504835e-06,8.841936924926679e-07,4.375686519713223e-07,-1.6017649470758838e-07,4.025141376615268e-07,-1.3377999411582e-07,6.183711503821681e-07,2.441591147878598e-07,-1.5326067225452618e-08,4.850387491573615e-07,4.4592884478118255e-07,-1.7509798712304472e-07,3.5553478679759603e-07,5.205698247416054e-07,-1.4393926977699777e-07,4.975530896070302e-07,1.8645840808542915e-08,3.7225673354727157e-07,-1.4503094996222657e-07,5.153070591516662e-07,2.2850897132147796e-07,-4.935092115856552e-08,4.321216571321115e-07,2.835615137403182e-07,4.021759604110203e-07,-1.1783678928634986e-07,3.94083323762829e-07,7.00836616970957e-09,2.3144014045266925e-06,2.398170494426478e-07,9.270952712228509e-07,1.0638429246769385e-06,1.439252224713082e-07,-7.785703164117567e-08,2.430062928488974e-07,6.254041430781217e-07,2.322241809295938e-07,6.370511080430421e-07,0.00019580186581154876
